,LOC,ORG,GPE,WORK_OF_ART,url
10654,,"NDMO, CABINET, Parliament, the National Disaster Management Office, Makira, Cabinet, The Opposition Office, National Disaster Council Act, The Solomon Star, the Prime Ministers Office, PMO, the NCRA Government",Western province,,https://www.solomonstarnews.com/funds-diverted/
10655,,"the Auki Police, US Military, Pacific Partnership","United States, US",,https://www.solomonstarnews.com/officers-in-life-saving-skills-demo/
10656,,"CDF, the United Nations Democratic Fund, UNDF, UNDC, Guadalcanal, Research, Advocacy, the Solomon Star, Non-Government Organization, Manakako, RONALD FLIER","Honiara, Solomon Islands",the Transparency Solomon Islands,https://www.solomonstarnews.com/constituents-attend-cdf-workshop/
10657,,"PS, Forestry & Research Vaeno Vigulu, United Nations REDD (Reducing Emission, National Forest Monitoring System, Mr Vigulu, National Forest Inventories, the Ministry of Environment, MECDM",Solomon Islands,,https://www.solomonstarnews.com/help-to-develop-monitoring-system/
10658,,"the Prime Minister Office, Ministry of Infrastructure and Development, MID, Ministry of Lands and Housing and Ministry of Communication and Aviation, Munda, The Solomon Star, Kokeqolo United Church, DENVER NEWTER","Munda, Western Province, Kekehe Community",,https://www.solomonstarnews.com/landowners-free-up-land-for-munda-airport-expansion/
10659,"the South Pacific Games, Solomon Islands","GOVERNMENT, the Government on Team Solomons, Sogavare, PNG","Solomon Islands, Papua New Guinea, Solomon Islands’",The Government,https://www.solomonstarnews.com/government-vows-to-top-sports-facilities/
10660,"Solomon Island, Malaita Island","the University of Kansas, USA, the Department of Environment and Conservation of the Ministry of Environment, Disaster Management and Meteorology, Auki, Wai Hau Conservation Center, Waisisi, Hahorarumu, Hahorarumu uru., OBM, Goufou, Skink, Hon, Lukes, the University of Kansas in USA","Honiara, the Solomon Islands, West Are’are, Waisurione village, Litoria, Hauhui, West Kwaio, Nunubala, Auki, Tulagi, USA, California, Fiji, Lukes, Central Province, Malaita Province",Hahorarumu uru,https://www.solomonstarnews.com/new-finds-during-a-biodiversity-research-trip-in-malaita-jungles/
10661,,"the Solomon Islands National Development Foundation, the National Transformation Party, Kingdom Harvest Ministry, NPTSI, a Non-Government Organization",Solomon Islands,,https://www.solomonstarnews.com/former-minister-launch-training-foundation/
10662,,"the West Are’are Rokotanikeni Association, WARA, the West Are‘are Rokotanikeni Association, Tanagada, the Solomon Islands Government, Gizo/Kolombangara, RONALD FLIER","Solomon Islands, the Solomon Islands",,https://www.solomonstarnews.com/wara-sets-fine-example-minister-applauses-wara/
10663,,"Solomon Airlines, the Ministry of Aviation PS",Auki,The Twin Otter plane spent some 20 minutes at Gwaunaru’u.,https://www.solomonstarnews.com/gwaunaru-u-welcomes-examination-flight/
10664,Solomon Islands,"Foreign Affairs, External Trade, the New Zealand Government, the Solomon Islands Government, the Forum Foreign Ministers Meeting, the Regional Assistance Misssion, Labour, the Regional Seasonal Employment, RSE, the Democratic Coalition for Change Government (DCCG, the Ministry of Foreign Affairs, Pacific and Regional Organisation Branch","Solomon Islands, New Zealand, Sydney, the New Zealand, the Solomon Islands",,https://www.solomonstarnews.com/solomon-islands-acknowledges-new-zealand-support/
10665,April Hill,"Woodford International School, Juniper Christian School, Hill School, Koa, Juniper Christian Academic, JCA","Honiara, Uplift Solomon Islands",,https://www.solomonstarnews.com/woodford-students-visit-donate-to-flood-victim-students-of-april-hill/
10666,,"THE West Are’are Rokotanikeni Association, WARA, the King George Sixth School Hall, King George School, Kolombangara, Eastern, the Central Bank of Solomon Islands, Family Affairs Jimson Tanagada, the Australian High Commissioners Office, ANZ Banking, RONALD FLIER","Honiara, East Honiara, West Are’are, Marau, the Western Province","Celebrating Growth in Savings and Membership, Organizations",https://www.solomonstarnews.com/rokotanikeni-16th-agm-officially-opens/
10667,,"the Heritage Park Hotel, The Parliamentary Opposition Group, Agriculture & Livestock, Mines & Energy, the Opposition Group, the National Parliament, PMO, the Opposition Office, the Leader of Opposition, Cabinet, Sun Express, The Leader of Opposition, the DCC Government",Burnscreek,How can the Government justify this,https://www.solomonstarnews.com/950k-unpaid-hotel-bills/
10668,,"THE MINISTRY of Environment, Climate Change, Disaster Management & Metrology, Marovo, Solomon Island Community Conservation Partnership, the Ministry of Fisheries","Marovo Lagoon, Western Province, Bareho",,https://www.solomonstarnews.com/environment-to-respond-to-dead-fish-report/
10669,Pacific,"THE University of South Pacific, USP, the University of the South Pacific, RONALD FLIER",Honiara,,https://www.solomonstarnews.com/usp-registration-commences/
10670,,"Naha, the Honiara City Council, HCC, Karuni",,,https://www.solomonstarnews.com/naha-clinic-to-open-soon/
10671,,"US Navy, The US Navy, Pacific Partnership, the Military Sealift Command, RONALD FLIER",,,https://www.solomonstarnews.com/us-navy-band-awes-honiara-youths/
10672,,the Honiara City Council Health Authority,"Honiara, North Malaita, Kirakira, Makira Province, Solomon Islands",,https://www.solomonstarnews.com/japanese-volunteers-arrive/
10673,the Central Market,"Mataniko, Solomon Islands Government, the Ministry of Fisheries, City Council","Honiara, Japan",,https://www.solomonstarnews.com/bomb-metal-checks-before-highway-construction/
10674,"the Central Islands, Central Islands Province","The Provincial Disaster Committee, CIP, The Chair of the Provincial Disaster Committee, the National Government, the National Disaster Management Office","Central Islands Province, Russell Islands, Savo",,https://www.solomonstarnews.com/cip-teams-on-disaster-assessment-mission/
10675,Rokotanikeni 16th,"the West Are’are Rokotanikeni Association, WARA, the Gizo Environmental Livelihood Conservation Association, GELCA, Philip Lydis Otoahu, the Solomon Star, Independence, RONALD FLIER","Honiara, Western Province, Gizo",,https://www.solomonstarnews.com/group-amazes-crowd-at-wara-opening/
10676,,"North Guadalcanal Constituency, the Baravule Community, Companion in Anglican Church, the Solomon Star, National Unity, DENVER NEWTER
 
 
",North Guadalcanal,,https://www.solomonstarnews.com/maneka-strengthens-relationship-with-communities/
10677,,,"Auki, Malaita Province, Auki Township, Kilu’ufi",,https://www.solomonstarnews.com/tender-for-auki-tar-sealing-in-progress/
10678,,"NON-Government, Solomon Islands Peace, Traumatic Counselling Centre, the Development Services Exchange, DSE, Town, SIPTCC Pastor Ishmael Idu, TOT","China, the Western Province",,https://www.solomonstarnews.com/siptcc-trains-more-literacy-trainers/
10679,"Pacific, Pacific eye, Solomon Islands","National Referral Hospital, The Fred Hollows Foundation NZ, Pacific Eye Institute, Bell, the Ministry of Health, the National Referral Hospital","Solomon Islands, New Zealand, Posala, Madang, Papua New Guinea, New
Zealand",,https://www.solomonstarnews.com/regional-eye-clinic-ready-to-open-doors/
10680,"North, East",Fiu,"Malaita Province, Auki",Mr Tau,https://www.solomonstarnews.com/call-to-fix-fiu-bridge-road/
10681,Gold Ridge,"the Ministry of Environment, Disaster Management and, Meteorology, Gold Ridge",,,https://www.solomonstarnews.com/mou-must-be-signed/
10682,"the Pacific Partnership 2015, the Asia-Pacific region, Solomon Island","Marines, Navy, Army, Vura Primary school, Kilu’ufi Hospital, Taliki Health Center, Auki Health Clinic, The Pacific Partnership, the Ministry of Health, the National Public Health, the National Referral Hospital, the Good Samaritan Hospital","the United States, Australia, New Zealand, Auki, Malaita province, the Solomon Islands",,https://www.solomonstarnews.com/pacific-partnership-conduct-humanitarians-services/
10683,,"US Navy, the Solomon Star, the US Navy, RONALD FLIER","Vura, the Solomon Islands, US, USD$96",,https://www.solomonstarnews.com/works-on-vura-school-classroom-progresses-well/
10684,Missing,Missing,Missing,Missing,https://www.solomonstarnews.com/us-brass-band-entertains-public/
10685,Missing,Missing,Missing,Missing,https://www.solomonstarnews.com/mps-switch-sides/
10686,the Southern region,Iroi,"Maka, Malaita",Afio,https://www.solomonstarnews.com/afio-landowner-wants-dialogue/
10687,,"the World Health Organization, the World Bank, Bloomberg Philanthropies, MPOWER","Honiara, Solomon Islands","The WHO Report on the Global Tobacco Epidemic, Report on the Global Tobacco Epidemic-2015",https://www.solomonstarnews.com/who-global-report-highlights-tobacco-taxation-as-key-to-reducing-tobacco-consumption/
10688,the Pacific Region Infrastructure Facility,"The Honiara City Council, the Rapid Employment Project, REP, HCC, the Solomon Islands Government, Councillors, Jacob’s Ladders, Pre-Employment Training, The Rapid Employment Project, Pre Employment Training, the World Bank (International Development Association, State","Honiara City Clerk, Australia, New Zealand",,https://www.solomonstarnews.com/honiara-city-council-clarifies-rep-resolution/
10689,Mbike Island,"Parliament, Cabinet, Sun Express, Finance, the Ministry of Finance, Consolidated Funds, Treasury, Uluinaceva, Ministry of Infrastructure Development, MID, NTF Program, Capex","Honiara, Uluinaceva",Government Support,https://www.solomonstarnews.com/hou-blasts-3-7m-bill/
10690,,"Honiara City Council (HCC, the Rapid Employment Project, the World Bank, REP, WB, Solomon Islands Government, CHARLEY",Honiara,,https://www.solomonstarnews.com/council-extends-rep-project/
10691,,"THE Independent Leaders, the Democratic Coalition for Change, AG, the DCC Government, High Court, the University of Papua New Guinea, the High Court of the Solomon",,,https://www.solomonstarnews.com/independent-group-welcomes-ag-appointment/
10692,"37th Independence, Solomon Islands","the National Referral Hospital, Australian RnB/Soul, Stephanie Eta",,,https://www.solomonstarnews.com/independence-day-fashion-show-highlights-local-fashion-designers/
10693,,"the Australian High Commission, the National Disaster Management Office, Solomon Islands Government, Pacific Patrol, the Royal Solomon Islands Police Force","Australia, Honiara, Solomon Islands",,https://www.solomonstarnews.com/australia-supports-damage-assessment/
10694,,"the parliamentary Independent Group, the DCC Government, Sogavare",,,https://www.solomonstarnews.com/get-rid-of-underperformed-pas/
10695,,the Melanesian Brotherhood,"Masi village, east Guadalcanal, Tabalia, Honiara, Tamboko",,https://www.solomonstarnews.com/tasiu-murder-suspect-to-enter-plea/
10696,,"PARLIAMENTARY Independent, the DCC Government, MV Sun Express, the Solomon Star, Cabinet, the Ministry of Finance","Mbike, Central Province","The Government must let the whole nation know.
, Government Support",https://www.solomonstarnews.com/group-demands-payment-explanation/
10697,,"Solomons Oceanic Cable Company, Guadalcanal, Malaita","Solomon Islands, Sydney, Australia, Honiara, Auki in Malaita Province, Noro, the Western Province",,https://www.solomonstarnews.com/undersea-cable-to-be-sourced-from-sydney/
10698,,"Manasseh Maelanga, the DCC Government, the independent group",,,https://www.solomonstarnews.com/maelanga-on-dccg-draft-federal-constitution/
10699,,,"Biche, Gatokae, Morovo Lagoon, Western province",,https://www.solomonstarnews.com/biche-community-hit-by-landslide/
10700,,,,,https://www.solomonstarnews.com/recognise-officers-who-serve-during-crisis/
10701,West Papuan,"Melanesian Spearhead Group, MSG, the Ministry of Foreign Affairs, the Heritage Park Hotel, PNG, Socialist National Liberation Front, FLINKS, Soaki","Solomon Islands, Indonesia, Fiji, Papua New Guinea, New Caledonia",,https://www.solomonstarnews.com/member-countries-confirmed-for-msg/
10702,,Makira,,,https://www.solomonstarnews.com/taro-trial-to-close-june-24/
10703,,the Minster of Health and Medical Services,Honiara,Thank You for Saving My Life,https://www.solomonstarnews.com/blood-donor-day-monday/
10704,,"Former Honiara City Council (HCC, the Democratic Coalition for Change",Honiara,,https://www.solomonstarnews.com/call-to-speed-up-development/
10705,,"the Solomon Star, The Ministry, Makira, Ausaid, the Ministry of Agriculture and Livestock, MAL, PS, the Ministry of Agriculture and Livestock (MAL, Saelea, Kirakira Agriculture","Kirakira, Honiara",,https://www.solomonstarnews.com/farmers-hit-back-at-cocoa-record/
10706,,"the National Referral Hospital, National Referral Hospital Donald Tahani, NRH",Solomon Islands,,https://www.solomonstarnews.com/blood-in-demand/
10707,Aba River,"Dalgro, the Ministry of Infrastructure Development, MID, Dalgro Ltd, Malaita Provincial Assembly, the Solomon Star Dalgro","Auki, Honiara, Western Province",,https://www.solomonstarnews.com/ramohia-says-dalgro-given-road-contract/
10708,,"the Solomon Star, the flood victim committee",East Honiara,,https://www.solomonstarnews.com/flood-victims-call-for-intervention/
10709,,"the Rural Development Programme, the Under Secretary Ministry of Development Planning and Aid Coordination, Technical Community Helper, TCH, the Ministry of Development Planning and Coordination, Solomon Islands Development Trust, the Solomon Islands Government, the World Bank, The International Fund for Agriculture Development, the Solomon Islands National University SINU","Solomon Islands, Australia",,https://www.solomonstarnews.com/community-helpers-end-training/
10710,,,"Kwarea, West Kwara’ae",Culture and Changes,https://www.solomonstarnews.com/school-successfully-stages-cultural-day/
10711,South East,"TEAM, Parliament, the Western provincial football association",Western Province,,https://www.solomonstarnews.com/call-to-support-rural-soccer/
10712,Sivilua Island,,"the Shortland Islands, Koliai village, Honiara",,https://www.solomonstarnews.com/missing-malaysian-found/
10713,Pacific Casino,"Time, the Pacific Casino Hotel, Ms Taeburi",,,https://www.solomonstarnews.com/court-gives-time-for-parties-to-sort-charges/
10714,,Guadalcanal Daniel Hunikera,Honiara,,https://www.solomonstarnews.com/former-police-officer-to-stand-trial/
10715,Lengakiki,"Prendergast, the Guadalcanal Plains Palm Oil Limited","Honiara, Panatina, Tasahe, Tetere",,https://www.solomonstarnews.com/report-burglary-to-police-prendergast/
10716,Pacific,"MSG, FLNKS, the Independent State, PNG, PowerPoint, the NCD Warriors, the NCD Programme, SPC, the Solomon Islands Ministry, National Unity, Peace and Reconciliation, the Ministry of Commerce, Industries, Labour and Immigration, the Ministry of Culture and Tourism, the Ministry of Women, Youth, Children and Family Affairs","the Solomon Islands, Fiji, Papua New Guinea, the Republic of Fiji",,https://www.solomonstarnews.com/youth-work-meets-msg-leaders/
10717,West Papua,"The United Liberation Movement of West Papua, ULMWP, the Melanesian Spearhead Group, MSG, Guadalcanal, Octovianus Mote, Melanesian Spearhead Group Summits, Christianity","Guadalcanal Province, MSG, West Papua, Melanesia",,https://www.solomonstarnews.com/ulmwp-gets-guale-s-full-support/
10718,,"Front de Libération Nationale Kanake et, FLNKS, the National Museum, the Heritage Park Conference Centre, the French National Anthem, Sogavare",Solomon Islands,,https://www.solomonstarnews.com/flnks-disappointed-with-anthem/
10719,,"UNITED Liberation Movement, ULMWP, the Melanesian Spearhead Group, MSG, PNG, the Leaders of Melanesian Spearhead Group, the United Liberation Movement","Indonesia, West Papua, Honiara, Papua New Guinea",,https://www.solomonstarnews.com/new-twist-in-west-papua-bid/
10720,,"Central Guadalcanal, Parliament, North Guadalcanal Constituency, the Solomon Star, National Unity, Reconciliation and Peace, Cabinet","North Guadalcanal, Gold Ridge",,https://www.solomonstarnews.com/dam-at-risk/
10721,,"Kwai-Ngongosila, Malaita Provincial Police, PPC","Auki, Atori, Leili Island, Lilisiana village, Malaita province",,https://www.solomonstarnews.com/fishermen-missing/
10722,,"Guadalcanal Provincial, M.S Finjay, the Ministry of Finance","Bahai, East Honiara, Lence Tangosia",,https://www.solomonstarnews.com/no-payment-project-halt/
10723,"Port Moresby, West Papuan","The United Liberation Movement, ULMWP, Melanesian Spearhead Group, MSG, MSG 20th, the Heritage Park Conference Centre, ULMWP Octovianus Mote, the Malvatumauri National Council of Chiefs and, Vanuatu Council of Churches, the Pacific Conference of Churches, PNG","Indonesia, West Papuan, MSG, Fiji, Kanaks",,https://www.solomonstarnews.com/msg-denied-us/
10724,,"the 20thMelanesian Spearhead Group, Central Police, the Solomon Star, the National Referral Hospital’s, the Solomon Islands Chamber of Commerce & Industry, SICCI, RONALD TOITO’ONA","Honiara, Solomon Islands",,https://www.solomonstarnews.com/liquor-ban-lift-turns-sour/
10725,"Temotu, Reef Islands","Solomon Airlines, Kraus, Safety, Civil Aviation Authority","Temotu province, Honiara, Santa Cruz, airstrip",,https://www.solomonstarnews.com/call-to-open-up-lomlom/
10726,East Malaita,"OBM, RM, Rural Development","Malaita province, RM, the Republic of China Rural Development Fund",,https://www.solomonstarnews.com/fiberglass-canoe-for-east-malaita/
10727,pacific,"the United Liberation Movement, ULMWP, Wenda, support,”Wenda","West Papua, Melanesia",,https://www.solomonstarnews.com/wenda-optimistic-of-people-s-support/
10728,,"THE Melanesian Spearhead Group, MSG, Interim, Melanesian Solution, Board, Melanesian Solutions",Vanuatu,,https://www.solomonstarnews.com/msg-moves-into-commercial-activities/
10729,,"the Ministry of Home Affairs, Churches, The Ministry’s Permanent, Holy Cross Cathedral, Holy Cross Cathedral for a service, The Solomon Islands churches Association (SICA, Bible Society, Ar Gallery","Solomon Islands, Honiara",,https://www.solomonstarnews.com/govt-vows-support-to-stakeholders/
10730,,"Honiara City Council (HCC, the Honiara City Council, the Honiara City Council (HCC, the Royal Solomon Island Police Force, RSIP, Madeo, DENVER NEWTER
 
",,,https://www.solomonstarnews.com/law-enforcement-officers-to-take-oath/
10731,Wogasia,"Makira/Ulawa Province, Catalina Cultural Centre, the Solomon Star, SantaCatalina",Santa Catalina,,https://www.solomonstarnews.com/wogasia-festival-kicks-off-weekend/
10732,Pacific,"AAPS, the Solomon Islands Government, Australia Awards, the Australian High Commission, Mud Alley, the Australian High Commission Annex, PO Box 589","the Australian Government, Solomon Islands, Honiara",,https://www.solomonstarnews.com/australia-awards-scholarship-application-closing/
10733,,"Choir, the Solomon Star, Youth, Disney, JolameCagi, Tongs Ltd, TGA, TTC, USP, SINU, Advanced Technologies, the Multi Purpose Hall, DENVER NEWTER
 
","Honiara, the Solomon Islands, the Our Telekom Solomon Islands Choral Fest 2015, Fiji","Our Telekom Solomon Island Choral Festival 2015, Be the Change",https://www.solomonstarnews.com/choral-festival-returns/
10734,,"the People’s Budget, Budget Speech, Parliament, the Leader of Opposition, Government",,How can the Government,https://www.solomonstarnews.com/manele-questions-gov-t-over-budget/
10735,,"Malaita Provincial Police, PPC, Auki Police, the Auki Police, PPF","Auki, Malaita province, Solomon Islands, Honiara",,https://www.solomonstarnews.com/ramsi-australia-commended-for-new-police-station/
10736,,,,Ms Taeburi,https://www.solomonstarnews.com/former-punjas-workers-jailed-for-stealing-goods/
10737,"Pacific, Pacific eye, Solomon Islands","The Fred Hollows Foundation NZ, Pacific Eye Institute, Bell, SBD$22million, the World Diabetes Foundation, the Ministry of Health, the National Referral Hospital","Honiara, Solomon Islands, New Zealand, Posala, Madang, Papua New Guinea",,https://www.solomonstarnews.com/free-eye-care-for-all-at-new-regional-eye-centre/
10738,,"Guadalcanal Daniel Hunikera, Public Solicitor’s Office",Hunikera,,https://www.solomonstarnews.com/hunikera-case-adjourned/
10739,,"Sumitomo Ltd, High Court, Axiom Mining Ltd., the Court of Appeal, the High Court, Isabel, the Court of Appeals",,,https://www.solomonstarnews.com/mine-appeal-hearing-ends/
10740,Pacific,"MELANESIAN Spearhead Group, the Eminent Persons Group, EPG, MSG","MSG, Melanesia",MSG Summit,https://www.solomonstarnews.com/msg-s-future-on-agenda/
10741,,"the Melanesian Spearhead Group, MSG, FMM, Foreign Affairs, Solomon Islands Foreign Affairs, FLNKS, Kanaks","Indonesia, West Papua, Fiji, MSG",,https://www.solomonstarnews.com/be-fair-msg-told/
10742,"the West Papuans, west Papua","MSG, the Melanesian Spearhead Group","West Papua, Solomon Islands, Indonesia, Melanesia",,https://www.solomonstarnews.com/call-to-review-msg-constitution/
10743,,"INDONESIA, the Melanesian Spearhead Group, MSG","Indonesia, Melanesia",,https://www.solomonstarnews.com/indonesian-minister-here-for-summit/
10744,,"THE 20th Melanesian Spearhead Group, FLNKS, MSG, United Liberation Movement of West Papua, Stabilization Fund, the Development and Investment Fund, National Museum","Honiara, Indonesia, Papua New Guinea",,https://www.solomonstarnews.com/20th-msg-meet-opens/
10745,"east Kwara’ae region, Aluta",Faumamanu,Malaita province,,https://www.solomonstarnews.com/mae-lack-of-awareness-stops-development/
10746,"the Solomon Islands, Pacific","NPF, Bakery, PNG, the G.K Enterprises, SDA, DENVER NEWTER
 
","West Honiara, the Solomon Islands, Iran, A+",,https://www.solomonstarnews.com/new-bakery-shop-offers-sugar-free-bread-and-yummy-pastries/
10747,,"Archbishop, the Anglican Church of Melanesia, ACOM, the life and ministry of the church’, the youth ministry",,,https://www.solomonstarnews.com/archbishop-vunagi-highlights-youth-issues/
10748,,"TOT, NDMO, the Solomon Islands Red Cross Society, the National Disaster Management Office, OsbertLalahu, the World Vision, SIRCS Disaster and Risk Reduction Coordinator",,,https://www.solomonstarnews.com/tot-for-emergency-response-held/
10749,,"Saramo, the Office of the Director of Public Prosecutions, Crown, the Office of the Public Solicitor",Makira-Ulawa Province,,https://www.solomonstarnews.com/abusive-father-gets-8-years/
10750,,"Government Media Consultant, Sudi Anto and Eric Saniputra, Cabinet, the Mines and Minerals Board, Golden Solomon Resources Ltd, Nendo in Temotu, Grand Peak Solomon Ltd, United Solomon Mining Ltd, Gold Mark Mining Ltd, Santorica Resources Limited, Ministry, Grand Nendo, Grand Nendo JV Co Ltd","Bintang, West Rennell, Western Province, Malaita",,https://www.solomonstarnews.com/sasako-denies-links-to-miners/
10751,"the Pacific Islands, the pacific Islands","EUROPEAN Union, Solomon Islands Government, SPC, the Chamber of Commerce, the European Union, the Solomon Islands Government, CHARLEY","Honiara, Papua New Guinea, Solomon Islands",Deep Sea Mining,https://www.solomonstarnews.com/speech-contest-focus-on-deep-sea-mining/
10752,,"KOREA International Cooperation Agency, KOICA, the Ministry of Forest and Research, Lengakiki, GIS","Solomon Islands, Korea",Establishment of Action Plan for Forest Resources Management,https://www.solomonstarnews.com/korea-assists-forestry-ministry/
10753,Makira,"THE Provincial Police Commanders, the Royal Solomon Islands Police Force, PPC, Government, the Ministry of Police, RAMSI Participating Police Force, the Police Response Team, the Close Personal Protection Unit, CPP, International Airports, Stage 2, Guadalcanal","Honiara, Isabel",As the Regional Assistance Mission to Solomon Islands,https://www.solomonstarnews.com/police-heads-to-help-in-rearmament-process/
10754,West Makira Derrick Manuari,"The High Court, Parliament Entitlement Commission, PEC, the High Court, Facebook, the Forum Solomon Islands International, FSII",Solomon Islands,,https://www.solomonstarnews.com/first-court-hearing-of-controversial-pec-awards/
10755,,"THE Parliamentary Opposition Group, Cabinet, the Parliamentary Opposition, Island Sun, the Leadership Code Commission, LCC, The Opposition Group, the DCC Government, the DCC Government -let, the Opposition Group",,,https://www.solomonstarnews.com/gov-t-questioned-over-bauxite-export-saga/
10756,Solomon Islands,"the Democratic Coalition for Change Government, the National Parliament (Electoral Provisions) Act, the United Nations Development Programme, European Union, PMO Press Secretariat
 
","Solomon Islands, Honiara",,https://www.solomonstarnews.com/a-changed-mind-set-vital-to-fair-representation/
10757,,"the National Parliament, Hon, Fugui, The National Parliament, the Institute Patronage, the Young Women’s Parliamentary Group, Parliamentary Civic, the Ministry of Women, National Council of Women, Temporary Special Measures, National General Elections, Foreign Affairs, External Trades, the Political Parties Integrity Commission, the European Union, the United Nations Development Program, the Solomon Islands Electoral Commission, the Office of the Prime, Cabinet, the National Parliament Office","Honiara, Solomon Islands, Parliamentary Committees","the Young Women’s Parliamentary Group, The Women’s Leadership and Political Participation Regional Conference",https://www.solomonstarnews.com/fugui-women-must-show-interest-themselves-in-leadership-and-politics/
10758,,"LOC, Central Coordinating, the Honiara City Council, HCC, The Central Coordinating Committee, CCC, Premiers, Guadalcanal","the Guadalcanal Province, Ginger Beach, the Western Province",,https://www.solomonstarnews.com/preparation-for-8th-premiers-conference-underway/
10759,"the South Pacific, pacific island","the Technical Centre for Agricultural and Rural Cooperation, PIURN, Wageningen University, WHO, Solomon Islands National University, the School of Natural Resources, Applied Sciences Dr., the School of Natural Resources and Applied Sciences, SINU, the Pacific Island Universities Research Network","Fiji, Nadi",,https://www.solomonstarnews.com/sinu-joins-university-network-to-address-food-security-issues/
10760,the Honiara Magistrates’ Court,Public Solicitor’s Office,Kwaiga,,https://www.solomonstarnews.com/man-to-be-sentenced-for-assaulting-wife/
10761,,"Gwaigeo Community High School, Taiwanese Government, the Solomon Island Government, the Taiwan Government, Central kwara’ae, the Taiwanese Government",,,https://www.solomonstarnews.com/school-lauds-taiwan-s-donation/
10762,"Lake Tegano, the Lake Tegano",Collin Suatai Singamoa,"Rennell Island, Renbel Province, Solomon Star, Tingoa",,https://www.solomonstarnews.com/two-confirmed-for-lake-tegano-bye-election/
10763,"Solomon Islands, Ocean, pacific Island, Oceania","Ministry of Environment and MACBIO Project, Resources Sector, an Ocean Management Policy, the Democratic Coalition for Change Government, National Development Plan, Ocean Development and Management Policy, the Ocean Resource Management Policy, the Heritage Park Hotel, Coastal Biodiversity Management, the German Agency for International Cooperation, IUCN (International Union for Conservation of Nature, the Secretariat of Pacific Regional Environment Programme, SPREP, PMO Press Secretariat","Honiara, Solomon Islands",The DCC Government,https://www.solomonstarnews.com/govt-hosts-ocean-management-summit/
10764,Mono Islands,"Agro, CDO, Kalanuma, CHARLEY","Tribal, Luhuli, Western Province",,https://www.solomonstarnews.com/landowners-hit-back-at-kalaluma/
10765,,,"Nagolau, east Bugotu, Isabel province, Honiara, Nagolau village",,https://www.solomonstarnews.com/nagolau-sets-up-honiara-based-association/
10766,,"the School of Education, Solomon Islands National University, Panatina Campus, SINU, the Programme Coordinator, Training Centres, the Police Academy, Correctional Services","Australia, East Honiara",Training the Trainers,https://www.solomonstarnews.com/phonics-workshop-held-successfully/
10767,,"the Ministry of Education and Human Resources Development, Vura School, the Minister Counsellor, Australian High Commissioners, the Solomon Islands Government, the Australian Government","Honiara City, Australia, New Zealand, Burnscreek, Solomon Islands, the Solomon Islands",,https://www.solomonstarnews.com/library-project-for-city-schools/
10768,,"the Ministry of Lands, Auki Fiu, the Provincial Executive, the National Government, Lands (Rural, the Ministry of Lands visited Auki","Auki, Physical Planner, Auki Senior",,https://www.solomonstarnews.com/govt-to-buy-land-for-auki-urban-expansion-programme/
10769,,"the National Information and Communication Technologies, National Broadcasting, World Bank, the Ministry of Communications, Aviation and Information Technology, the ICT Policy Project, the Broadcasting Sector and Information and Communications Technologies, Cabinet, the Ministry of Communications and Aviation, Mr Ashley, the Solomon Islands Broadcasting Corporation, PMO Press Secretariat","AusAid, a Solomon Islands",,https://www.solomonstarnews.com/draft-ict-broadcasting-policies-with-pm/
10770,,SolRice,SolRais,,https://www.solomonstarnews.com/more-solrais-promotion-winners/
10771,"Pacific Islands, the Solomon Islands, Blackbird, Pioneer Valley, South Sea","QLD, The Cairns Institute, James Cook University, the Australian Association for Pacific Studies, the Victorian College of the Arts, the Moving Image, VCA, the Blackbird Film Project","Australia, Queensland, New Caledonia, Papua New Guinea, Mackay’s, Solomon Islands, Melbourne","Blackbird, Masters of Film and TV",https://www.solomonstarnews.com/blackbird-the-film/
10772,,,,,https://www.solomonstarnews.com/kola-denies-traffic-charges/
10773,Middle East,,"Honiara, May.",,https://www.solomonstarnews.com/fuel-price-slightly-up/
10774,Solomon Islands,"the Ignite Travel Group, ITG, the Solomon Islands Visitors Bureau, SIVB, The Ignite Travel Group, RewardsCorp, East Guadalcanal, Travel Solomons Ltd, After Ignite Travel Group, DENVER NEWTER","Australia, Western Province, Honiara, Solomon Star",,https://www.solomonstarnews.com/first-visitors-here-under-holiday-package/
10775,"South Pacific, Central","The Central Provincial Government, CPG, the Solomon Islands Ports Authority, Tuvalu, Savo, SIPA, Commerce, Engineering, the Provincial Executive of Central Provincial Government, the copra board, the Central Provincial Government, Director Operations, Director Engineering, Director Finance, the Harbour Master, TOR, the Marine Division, Assembly","Tulagi, Province, Job, Central Province, Yandina, Hydrographic, Mapuli, Solomon Islands",,https://www.solomonstarnews.com/ports-hub-proposed-for-tulagi/
10776,,"Melanesia Education authority, Saint Nicholas Primary school, Norman Palmer School, Anglican Church, ECE","London, England, UK, Feniton, Manchester, Chester",,https://www.solomonstarnews.com/acom-ece-teachers-uk-bound/
10777,Temotu,"Public Solicitor, Mwema, Nalua","Lungga Creek, East Honiara, Nalua, East of Honiara, Western Province",,https://www.solomonstarnews.com/no-plea-from-murder-suspects/
10778,,"the Solomon Star, the Youth Market Entertainment, the Youth @",,the Outcast Crew,https://www.solomonstarnews.com/youths-dance-competition-ends-successfully/
