,LOC,ORG,GPE,WORK_OF_ART,url
9013,,"the Pacific Islands Forum Secretariat, PIFS, Marshall Islands, Surangel Whipps Junior, RNZ","Micronesia, US, Palau, Fiji",SPC,https://www.solomontimes.com/news/dr-jimmie-rodgers-misses-out-in-pifs-secretary-general-election/10603
9014,,"The Ministry of Agriculture and Livestock (MAL, BSI, the International Plant Protection Convention, MAS CO-OPERATION4, SPE Analytical6, MZ Co Ltd7, WEI KEE LTDHe, Tsatsia","Honiara, Biosecurity Solomon Islands, MAL",,https://www.solomontimes.com/news/farmers-urged-to-purchase-seeds-from-genuine-suppliers/10606
9015,Pacific,"The World Bank, Health and Medical Services, Consolidated National Preparedness and Response Plan, Tulagi, the Ministry of Health and Medical Services, World Bank Resident Representative, Solomon Islands & Vanuatu","Solomon Islands, Papua New Guinea, Honiara, Fiji, the Republic of the Marshall Islands, Samoa, Tonga, Vanuatu",,https://www.solomontimes.com/news/world-bank-commits-us5m-for-solomon-islands-covid19-response/10597
9016,,"Sogavare, PNG, Central Hospital","Solomon Islands, Papua New Guinea, Honiara, Brisbane",,https://www.solomontimes.com/news/one-new-covid19-case-for-solomon-islands/10735
9017,,"Sogavare, Special National Address, Solomon Airlines, Solomon Islands Ports Authority",,,https://www.solomontimes.com/news/vaccination-necessary-for-international-trade-and-travel-sogavare/10736
9018,,"the Royal Solomon Islands Police Force, AstraZeneca, The Ministry of Health",Honiara,,https://www.solomontimes.com/news/covid19-vaccination-doubles-on-day-4/10737
9019,,"The Ministry of Health and Medical Services, MHMS, AstraZeneca, the Western Border, MHMS Press Release",Honiara,SHabu@moh.gov.sb,https://www.solomontimes.com/news/new-order-of-priority-for-covid19-vaccination/10738
9020,,"Cabinet, Parliament, SOPE",Solomon Islands,,https://www.solomontimes.com/news/state-of-public-emergency-extended-for-7-days/10727
9021,,"The Ministry of Health and Medical Services, MHMS, the Central Field Hospital, the National Referral Hospital Emergency Department, NRH, National Health Emergency Operation, CFH, the World",,,https://www.solomontimes.com/news/mhms-responds-to-i-almost-died-from-injection-news-article/10739
9022,,"The Solomon Islands Chamber of Commerce and Industry (SICCI, Tropic Group Builders, TGB, Chair, Returning Board, National Fisheries Development, NFD, KPSI & Pasifiki, Guadalcanal Plains Palm Oil Limited, GPPOL)• Daniel Tucker - Country, Kramer Ausenco, Adkonect & Pacific, SITCOOutgoing Chair, the Australian High Commission, SICCI Media",,,https://www.solomontimes.com/news/fuo-heads-new-sicci-board/10730
9023,,"The Solomon Islands Maritime Authority, SIMA, the Solomon Islands Maritime Safety Administration, SIMSA, MID",Solomon Islands,,https://www.solomontimes.com/news/sima-launches-corporate-plan/10732
9024,,"AstraZeneca, the Ministry of Health and Medical Services, the Central Field Hospital, the Ministry of Health’s National Health Promotion Department, Technical Working Group, Health Technical Advisor, the World Health Organization, MHMS Press Release",,,https://www.solomontimes.com/news/covid19-vaccine-awareness-for-churches-underway/10731
9025,Central,"Sogavare, AstraZeneca, the Ministry of Health and Medical Services, the National Referral Hospital, Honiara City Council Health, Guadalcanal, WHO","Solomon Islands, Honiara, Papua New Guinea",,https://www.solomontimes.com/news/prime-minister-disappointed-with-covid19-vaccination-turnout/10734
9026,,"Regional Trade and Market Access Communication Strategy, BSI, the Ministry of Agriculture and Livestock (MAL, the Australian Government, Tsatsia","Australia, SI, Solomon Islands, MAL",,https://www.solomontimes.com/news/biosecurity-solomon-islands-and-australian-counterparts-hold-virtual-dialogue/10728
9027,Solomon Islands,"Media Association, MASI",,,https://www.solomontimes.com/news/masi-vp-encourages-journos-to-get-vaccinated-when-time-comes/10742
9028,,"the Central Field Hospital, the Ministry of health and fisheries,, Ports Authority, Heritage Park Hotel, the Prime Minster, Royal Solomon Islands Police Force, Solomon Airlines, AstraZeneca, the Ministry of Health, WHO","Honiara, Bougainville",,https://www.solomontimes.com/news/governor-general-gets-covid19-vaccination/10733
9029,Central Islands,"The Central Bank of Solomon Islands, Western province, Guadalcanal, Choiseul, the ESP Implementation Committee, Copra, Public Accounts Committee, Forau, the Ministry of Finance","Central province, Cocoa",,https://www.solomontimes.com/news/copra-jump-in-2020--central-province-leads-way/10740
9030,,"Government, Solomon Airlines, Ports Authority, the National Parliament, AstraZeneca, COVAX, the Ministry of Health","Solomon Islands, Honiara",,https://www.solomontimes.com/news/we-must-vaccinate-everyone-pm/10722
9031,,"AstraZeneca, Special National Address, Sogavare, the Field Hospital, The Ministry of health","Papua New Guinea, Bougainville, the Malaita Outer Islands, Honiara, Vaccine, Choiseul",,https://www.solomontimes.com/news/border-zone-to-receive-bulk-of-covid19-vaccines/10719
9032,Solomon Islands,"the Ministry of Finance, Treasury, the 2021 Budget, the Public Account Committee, PS Dentana, Government, Preparedness and Response Strategy, COVID 19, SIG, MoFT Press Release","PAC, MoFT",,https://www.solomontimes.com/news/government-says-finance-stabilized-from-deteriorating-further/10725
9033,,"United Risk Services Limited, the World Health Organization, WHO","Brisbane, Australia",,https://www.solomontimes.com/news/covid19-one-year-on/10724
9034,North west Choiseul,"Multi-Purpose Hall, AstraZeneca, the National Parliament","Honiara, Papua New Guinea, Bougainville, Shortlands",,https://www.solomontimes.com/news/pm-amongst-first-to-be-vaccinated-tomorrow/10723
9035,"South Guadalcanal, South Guadaclanal","South Guadalcanal, SSEC, SDA, Revival, Parliament, the Constituency Development Funds, CDF, the Ministry of Rural Development",Wesley United,Apostolic,https://www.solomontimes.com/news/community-cooperation-impressive-village-elder/10716
9036,,"AstraZeneca, Sogavare, jab, External Trade, the Ministry of Health and Medical Services, COVAX",Papua New Guinea,,https://www.solomontimes.com/news/sogavare-first-solomon-islander-vaccinated-against-covid19/10726
9037,"Pacific, Torres Strait, Port Moresby","AstraZeneca, the European Union, the Pacific community, Morrison, N95 masks, AUSMAT, PNG, Port Morseby","Australia, Papua New Guinea, Papua New Guinea's, Cairns, Brisbane",,https://www.solomontimes.com/news/australia-to-send-coronavirus-vaccines-to-png-amid-outbreak/10714
9038,Simbo Island,"the US Geological Survey, USGS, the Solomon Islands Meteorological Service, Gizo","the Western Province, Solomon Islands, Gizo",,https://www.solomontimes.com/news/strong-55-earthquake-hits-outside-gizo/10718
9039,"the vaccine rollout, Europe","AstraZeneca, Central Field Hospital, Covishield, Serum Institute of India, WHO, GACVS, Vigibase, The European Medicines Agency, Pharmacovigilance and Risk Assessment Committee, the European Medicines Agency","Honiara, India, thrombocytopenia, the United Kingdom",,https://www.solomontimes.com/news/pm-to-take-first-covid19-jab/10720
9040,,"Noni, the Democratic Coalition Government for Advancement (DCGA, the Ministry of Agriculture and Livestock (MAL, PS, CRB, Solomon Noni Corporation",Solomon Islands,,https://www.solomontimes.com/news/government-committed-to-develop-noni-industry/10729
9041,Pacific,"Hihiru, UNESCO","The Solomon Islands, the Solomon Islands, St. Josephs",,https://www.solomontimes.com/news/keeping-our-tradition-and-culture-alive-in-schools/10717
9042,,"Motion of No Confidence, SINO Capital, East Central Guadalcanal, Hon, Premier Sade, DCGA",Guadalcanal Province,,https://www.solomontimes.com/news/wale-alleges-meddling-of-national-leaders-in-provincial-government-affairs/10715
9043,"the Pacific islands, Solomon Islands","the COVAX Facility, CEPI, Gavi, UNICEF, WHO, Oxford-AstraZeneca, GAVI, the Vaccination Alliance, UNICEF Pacific Representative, the Ministry of Health, Solomon Islands Ministry of Health and Medical Services, the Advance Market Commitment, AMC, the Gavi COVAX AMC","Honiara, Solomon Islands, Bougainville",,https://www.solomontimes.com/news/solomon-islands-receive-24000-doses-of-covid19-vaccines-through-the-covax-facility/10721
9044,the Pacific Islands,"the Solomon Islands Institute of Sports, Sports Development, Cabinet Ministers, Government, Sogavare, Gold Medals, NHA, National Sports Haus, the National Sports Federations, the National Sports Haus].“Once, National Institute of Sports, The National Sports Council of Solomon Islands","Solomon Islands, NHA.“By, Australia, the People’s Republic of China, Pacific Island",,https://www.solomontimes.com/news/sports-facility-is-key-legacy-for-2023-games-pm/10710
9045,Pacific Island,"IMO, Albon Ishoda, GHG, BAU, the IMO Marine Environment Protection Committee, UN","The Marshall Islands, the Solomon Islands, the Marshall Islands, Fiji, The Solomon Islands, USD$300, London, Glasgow",,https://www.solomontimes.com/news/marshall-and-solomon-islands-demand-imo-set-usd100ton-levy-on-emissions/10700
9046,,"State, the Malay Mail, Solomon Airlines, the Civil Aviation Authority, the State Disaster Management Committee","the Solomon Islands, SI, Malaysia, Sarawak, Honiara, Kuching",,https://www.solomontimes.com/news/malaysians-flown-home-after-contracts-expired-with-various-logging-companies/10709
9047,,"Commonwealth, Parliament, the Official Opposition, the Opposition Office, The Official Opposition, the Independent Group, the National Parliament, Serve",,,https://www.solomontimes.com/news/discharge-your-mandate-without-fear-or-favour-governor-general/10701
9048,,"the National Government, the Ministry of Health, PNG, the Government of Australia, OPMC","Bougainville, Taro, Shortland",,https://www.solomontimes.com/news/government-tighten-border-operations-as-covid19-cases-in-png-soar/10704
9049,Solomon Islands,"Plato, Siosi","West Kwaio, Solomon Islands",,https://www.solomontimes.com/news/the-power-of-art/10702
9050,Solomon Islands,"Honiara City Council (HCC, Excellent Resources Management Limited, the Ministry of Agriculture and Livestock (MAL, Notice of Resumption, Excellent Resources Management Ltd, Grant of Fixed Term Estate, FTE, Lands, Grantee, Grantor, Lands on MAL, Biosecurity of MAL, BSI, the Solomon Islands Government",MAL,"FTE, the Grant",https://www.solomontimes.com/news/mal-applauds-lands-commissioners-quick-action-to-take-back-land-for-biosecurity-work/10712
9051,South Guadalcanal,"Guadalcanal, Kuma, Parliament","Ngalipapa, South Guadalcanal, Honiara",,https://www.solomontimes.com/news/we-need-income-earning-activities-ngalipapa-women-of-south-guadalcanal/10705
9052,,"AstraZeneca, the Ministry of Health and Medical Services, Technical Working Group, TWG, UNICEF, WHO, the National Health Promotion Officers, Dr Divinal Ogaoga",,,https://www.solomontimes.com/news/astrazeneca-covid19-vaccine-will-arrive-friday/10699
9053,Solomon Islands,"Honiara City Council, Guadalcanal, AstraZeneca, the World Health Organization, WHO, UNICEF, Progamme of Immunization (EPI, the Ministry of Health, Dr Divinal Ogaoga, Dr Ogaoga, The Ministry of Health of Medical Services, Department of Foreign Affairs and Trade, UNICEF.The Ministry, GAVI","Honiara, Australia",,https://www.solomontimes.com/news/training-for-covid19-vaccinators-underway/10706
9054,,"Hon, COVAX, The Opposition Leader, AstraZeneca, Opposition Press",Solomon Islands,,https://www.solomontimes.com/news/wale-concerned-with-current-quantity-of-vaccine-supplies-for-solomon-islands/10703
9055,Solomon Islands,"The Solomon Islands Government, EOC, the National Disaster Management Office, the National Emergency Response Team, the Strengthening Disaster Risk Management and Recovery (DRM, the United Nations Development Programme, UNDP, NDMO, the Ministry of Environment, Disaster Management and Meteorology, MECDM, the Australian Government, HF, VHF, NERT, The Australian Government","the Solomon Islands, Australia",,https://www.solomontimes.com/news/new-mobile-emergency-operation-centre-to-boost-solomon-islands-governments-response-during-disasters/10707
9056,Pacific Island,"Vanuatu, the Solomon Islands Office, UN-PRAC, a United Nations Development Programme, UNDP, the United Nations Office on Drugs and Crime (UNODC, the Integrity Institutions, the Office of Prime Minister, Information and Freedom of Speech, the Sustainable Development Goals, the UN-PRAC Project, UNDP Pacific Office, the People of Solomon Islands Project, the Solomon Islands Government, TAP, UNDPUNDP, @undpsolomon","Australia, New Zealand, Solomon Islands, Honiara, Fiji, the United Kingdom, Japan",PhD,https://www.solomontimes.com/news/right-to-information-and-freedom-of-speech-are-key-tools-for-good-governance/10711
9057,Pacific,"The Malaita Provincial Government of Solomon Islands, the Auki Market through the Markets for Change, the Australian High Commission, the Market Vendors Association, Debbie Sade, UN, the Auki Market Vendors Association, the UN Women Representative in the, Market Vendor Associations, the Government of Australia, UNDP","Australia, Solomon Islands, Auki, Fiji, Samoa, Vanuatu, Canada, New Zealand",Thank you Australian Government for the funding support through the Markets for Change project,https://www.solomontimes.com/news/market-upgrade-means-a-safer-cleaner-environment-for-women-vendors-in-auki/10713
9058,,"the Ministry of Fisheries, Marine Resources, IWD, DST, the Ministry of Public Service, the Public Service, the National Museum Grounds, Central Honiara, Mr Rence Sore, Counsellor for Human Development, the Covid -19 Pandemic, UN, Honiara City Council","Honiara, Honiara City Clerk, Solomon Islands",Women in Leadership Achieving,https://www.solomontimes.com/news/women-in-fisheries-proud-to-join-iwd-celebrations/10686
9059,,"The Ministry of Health and Medical Services, Solomon Islands Embassy, the Economic and Social Development Programme, the Ministry of Health, Incidence, Kilufi Hospital, Helena Goldie","Japan, Solomon Islands, Yasuhiro, Isabel, Malaita province",,https://www.solomontimes.com/news/japan-donates-centrifuge-technology-and-blood-pressure-manometer/10696
9060,,"High Court, the Office of the Prime, OPMC, the High Court, Our Party, Interim, OUR Party, Rano, the Court of Appeal, DCGA",the Solomon Islands,,https://www.solomontimes.com/news/opmc-says-djokovic-is-still-chief-of-staff/10694
9061,Pacific,"Meteorology, Climatology","Lata, Santa Cruz Islands, Temotu Province, Solomon Islands, Indonesia, the Solomon Islands",,https://www.solomontimes.com/news/49-magnitude-quake-recorded-near-lata/10698
9062,the Pacific region,"The Ministry of Health and Medical Services, the Guadalcanal Provincial (GP) Health Authority, the World Health Organization, the Australian High Commission, the Good Samaritan Hospital, GBV, WHO, the Government of Australia, Guadalcanal Provincial Health, GBV survivors, the Ministry of Health, Huseynova, response”, the Ministry of Health and Medical Services, Counsellor for Human Development, HIV/STI, the Ministry of Women, Youth, Children and Family Affairs, UN, the Ministry of Health through the Health Sector Program, the National Health Strategic Plan","Australia, the Solomon Islands",Universal Health Coverage,https://www.solomontimes.com/news/refurbished-space-at-gsh-for-survivors-of-gbv-officially-opened/10691
9063,Solomon Islands,"the Ministry of Fisheries, Marine Resources, MFMR","Honiwala, Honiara",,https://www.solomontimes.com/news/stop-illegal-harvesting-of-bechedemer-director-fisheries/10695
9064,,"the Political Party Integrity (PPI) Commission, High Court, OUR Party, Our Party, Hon, Opposition Press",,,https://www.solomontimes.com/news/wale-calls-on-political-party-commission-to-investigate-status-of-our-party-and-pm/10690
9065,the Fisheries Sector,"the Economic Stimulus Package, the ESP Implementation Oversight Committee, Copra, Tourism, Kava, Honey, the Government’s Economic Stimulus Package Committee, Letter of Offer, OPMC",,,https://www.solomontimes.com/news/esp-payments-continue/10688
9066,"Oceania, the Pacific Islands","International Boxing Association, AIBA, Continental Forum, National Federations, Kremlev, Oceania Boxing Confederation, OCBC, the Pacific Games Council, AIBA for Oceanian, International Technical Officers, ""The Pacific Games Council, the AIBA Oceanian Virtual Forum, the AIBA Academy, the Sport of Boxing","the Solomon Islands, The Solomon Islands, Fiji",,https://www.solomontimes.com/news/international-boxing-association-president-pledge-to-support-solomon-islands/10692
9067,,"AstraZeneca, the World Health Organization, WHO, Sinopharm, OPMC","Bougainville, Solomon Islands",,https://www.solomontimes.com/news/im-willing-to-be-vaccinated-to-demonstrate-confidence-pm/10687
9068,,"Sogavare, MHMS, the Central Field Hospital",Philippines,,https://www.solomontimes.com/news/solomon-islands-quite-close-to-regaining-covid19-free-status/10689
9069,"Kolombangara Island, Solomon Island","the Wildlife Conservation Society, WCS, the Zaira Resource Management Area, El Nino-Southern Oscillation, the UN Climate Conference","Vangunu Island, New Georgia Island, Western Province, Solomon Islands, Zaira, Glasgow",,https://www.solomontimes.com/news/scientists-say-coral-bleaching-in-solomon-islands-worrying/10693
9070,Europe,"Tracy, the National University, Clarence, Parliament, International Women, International Women's, the Women's Office for the Social Democratic Party, WWI, International Women's Day, The United Nations","Honiara, Germany, Austria, Denmark, Switzerland",,https://www.solomontimes.com/news/choosetochallenge-international-womens-day-celebrated-in-honiara/10684
9071,,"Solomon Islands Ports Authority, SIPA, St John Secondary School, Tamlan Community","Honiara, West Honiara, Solomon Islands",,https://www.solomontimes.com/news/solomon-ports-3-rs-campaign-commences-in-schools/10697
9072,Solomon Islands,"The Ministry of Agriculture and Livestock (MAL, the Honiara City Council, HCC, Biosecurity of MAL, BSI, the Solomon Islands Government","Ranadi, East of Honiara, Solomon Islands",,https://www.solomontimes.com/news/mal-condemns-hccs-action-in-selling-off-biosecurity-incinerator-land/10683
9073,,"AstraZeneca, Antichrist, the World Health Organization, WHO, Microsoft, Facebook",,the Book of Revelation,https://www.solomontimes.com/news/religiousthemed-misinformation-on-covid19-vaccine-worrying/10679
9074,,"the Solomon Islands Government, CTI Engineering International Co. Ltd, the Ministry of Fisheries Head Office, the Ministry of Infrastructure Development, Project Management Division, MID, Civil Engineering, PS Maesiola","Honiara, Japan",,https://www.solomontimes.com/news/kukum-highway-phase-two-agreement-signed/10671
9075,North East Guadalcanal,"Gheghede, the National Referral Hospital, NRH",,,https://www.solomontimes.com/news/through-gods-grace-i-am-still-here/10676
9076,,,Honiara,,https://www.solomontimes.com/news/trained-from-the-school-of-hard-knocks/10681
9077,"Oceania, Solomon Islands'","JQY, the National Beach Soccer, The Mariner Outboard National Beach Soccer Championship, Tahiti, FIFA","Honiara, Oceania, Solomon Islands, Uruguay",,https://www.solomontimes.com/news/beach-soccer-sponsorship-signed/10677
9078,Talise east,”Temo,"Temo, Honiara",,https://www.solomontimes.com/news/develop-your-talent-and-godgiven-gifts/10673
9079,"Solomon Islands, Kermadec Island, the east coast","Victoria University, The Pacific Tsunami","Solomon Islands, New Zealand, the Kermadec Islands, Cape Reinga, New Caledonia, Vanuatu","The AM Show, large""",https://www.solomontimes.com/news/no-tsunami-threat-to-solomon-islands-after-powerful-quake-in-new-zealand/10678
9080,,"University of the South Pacific, ADB, the Clean Energy Fund, the Government Communication Unit, ICT","Guangzhou, China, Honiara, Nauru",,https://www.solomontimes.com/news/flight-to-bring-in-workers-from-china-for-fourth-usp-campus-building-approved/10675
9081,,"the Royal Solomon Islands Police Force, Executive, IWD, the Honiara City Council Headquarters, the National Museum Auditorium, the RSIPF Women Advisory Network, Strategy","Honiara, Solomon Islands","International Women, Force",https://www.solomontimes.com/news/police-participate-in-international-womens-day-celebrations/10685
9082,,"the Office of the Opposition, Cabinet, Parliament, Oversight Committee, Legislative Committee, The Public Health Emergency Bill 2020, the State of Public Health",,Oversight,https://www.solomontimes.com/news/public-emergency-bill-on-track/10672
9083,"Tsatsia, Solomon Islands Biosecurity","the Ministry of Agriculture and Livestock (MAL, Ports International, BSI","Honiara, MAL, Ranadi, East Honiara, Malaysia",,https://www.solomontimes.com/news/biosecurity-destroys-confiscated-goods/10674
9084,Solomon Islands Agriculture,"Cabinet, the Ministry of Agriculture and Livestock (MAL, PS Frances, Permanent, the International Fund for Agriculture Development, IFAD, the United Nation, the Food and Agriculture Organizations, FAO, IFAD Pacific Islands Country, Strategy, Hon, the National Economy, DST Ho’ota, Social Stability, SIG","Honiara, Agriculture).Mrs, roadmap, Solomon Islands",Act,https://www.solomontimes.com/news/agriculture-10year-growth-strategy-gets-government-inputs/10680
9085,Malaita Provincial,"Covid 19, PNG, Northwest, Choiseul, the Joint Command, Control Centre, Nila, Government, Barrack, Kulitanai, the National Government","Papua New Guinea, Bougainville, Choiseul, Western province, Malaita Outer Islands, “The Shortland Islands, the Western Province, Kulitanai, Choiseul province",,https://www.solomontimes.com/news/covid19-watch-pm-beefs-up-security-at-the-border/10670
9086,,"IWD, Auki, “Struggles",,,https://www.solomontimes.com/news/international-womens-day-i-celebrate-my-own-challenges/10682
9087,,"Health and Medical Services, AstraZeneca, the ministry of health, the COVID-19 vaccine AstraZeneca",,,https://www.solomontimes.com/news/health-minister-i-will-willingly-take-the-covid19-vaccine-once-my-turn-comes/10669
9088,"South America, Europe","Oversight Committee, Sogavare, PNG","India, the United States, Philippines, Indonesia, Japan, South Korea, Bougainville, Solomon Islands",,https://www.solomontimes.com/news/sogavare-impose-travel-restrictions-from-high-risk-countries/10791
9089,"Solomon Islands, the South Pacific region","Mr Wickham, Solomon Airlines, Qantas, the New Zealand Government, “Solomon Airlines","Solomon Islands, Brisbane-Munda, the Solomon Islands, Australia, New Zealand, China, Philippines, Fiji, Vanuatu, Tonga",,https://www.solomontimes.com/news/solomon-airlines-new-chairman-very-confident-of-national-carriers-future/10795
9090,,"Health, PNG, Tanoa, the Rakiraki Hospital Outpatients Department","Fiji, Vunimono, Papua New Guinea, Nadi, Navua, Makoi, Tanoa, Guyana, Auckland",,https://www.solomontimes.com/news/fiji-records-5-new-covid-cases/10803
9091,,"the Japanese International Cooperation Agency, the Ministry of Communication and Aviation, MCA, Gyros and Kitano Construction Corporation, the Government of Japan, the Solomon Islands Government, Mr Yasuhiro","Honiara, Solomon Islands",,https://www.solomontimes.com/news/international-airport-project-employs-100-local-workers/10792
9092,,Marine Board Inquiry,"Honiara, Malaita Province",,https://www.solomontimes.com/news/mv-taimareho-passenger-recalls-tragic-incident/10800
9093,Wagina Island,"The Royal Solomon Islands Police Force, the Wagina Police Station, Solomon Islands Police Development Program, SIPDP, the Solomon Islands Police Development Program, RSIPF, the Provincial Government","Choiseul Province, Wagina",Wagina Police Station,https://www.solomontimes.com/news/police-station-established-in-wagina/10804
9094,,"The DCGA Government, the National Development Strategy, the National Financial Inclusion Strategy, the Solomon Islands Government, the DCGA Government",Agriculture,,https://www.solomontimes.com/news/dcga-government-committed-in-building-inclusive-economy/10796
9095,"Africa, Europe, South America, Caribbean, Asia","The Ministry of Agriculture and Livestock (MAL, Aola, East Central Guadalcanal, Livestock and Veterinary Services, PNG, ASF, World Organisation for Animal Health, TAD, outbreaks, MAL Media","Solomon Islands, Papua New Guinea",,https://www.solomontimes.com/news/mal-rules-out-african-swine-fever-af-in-death-of-21-pigs-at-aola/10801
9096,,"Queensland Australia, Radio Australia, “We","Bundaberg, Queensland, Solomon Islands, Australia",,https://www.solomontimes.com/news/solomon-islander-seasonal-worker-in-queensland-dies-in-tragic-vehicle-accident/10798
9097,,"Solomon Islands Independent Commission Against Corruption, SIICAC, the Corporate and Support Services Division, the Corruption Prevention, Legal/Prosecution, Prevention, Legal/Prosecution and Investigation Divisions, the National Government for allowing, the Democratic Coalition for Change Government (DCCG, SIBC Justice Sector, SIG, the United Nations Pacific Regional Anti-Corruption Project",,,https://www.solomontimes.com/news/anticorruption-commission-rolls-out-recruitment-plan/10802
9098,,"the Oversight Shipping Exemption Committee, Sogavare, AAP, ABC News, COVID, ABC news","UK, the Solomon Islands, Vanuatu, Sydney, Brisbane, Queensland",,https://www.solomontimes.com/news/cooking-gas-supply-boat-refused-entry-after-positive-covid19-cases/10794
9099,,"the Media Association of Solomon Islands, MASI, the MASI Board, Media Practitioner, The Media Practitioner’s Bill, the Media Practitioner, Parliament, the Pacific Islands News Association, PINA, Media Practitioners Bill",,,https://www.solomontimes.com/news/masi-pays-courtesy-visit-to-pm-sogavare/10790
9100,,"The Central Bank of Solomon Islands, the Bank of South Pacific (BSP, ATM, BSP ATM",Honiara,,https://www.solomontimes.com/news/cbsi-condemns-appalling-vandalism-of-public-property/10793
9101,Solomon Islands,"COVID, the National Health Emergency Operation Centre, OPMC",Honiara,,https://www.solomontimes.com/news/pm-says-solomon-islands-has-reclaimed-its-covid19-free-status/10797
9102,"Europe, Temotu","the National Government, the World Health Organization, the Central Hospital, Covid 19, OPMC Press Release","Choiseul, Solomon Islands, Corona, Shortland",,https://www.solomontimes.com/news/pm-says-governments-priority-is-to-protect-citizens/10668
9103,,"the Taro Hospital, Hon, the Ministry of Health, GAVI, the Ministry of Health and Medical Services, Chair of the Technical Working Group, Divinal Ogaoga, Dr Ogaoga, Oversight Committee, Choiseul","Choiseul Province, Bougainville, Papua New Guinea, Shortland",,https://www.solomontimes.com/news/choiseul-province-launches-its-covid19-vaccination-roll-out/10799
9104,,"Parliament, Huawei","Solomon Islands, “Malaita Outer Islands, Rennell, Bellona, Marovo, Shortland",,https://www.solomontimes.com/news/200-broadband-tower-project-progresses/10780
9105,,"The ministry of health and medical services, MHMS, AstraZeneca, the Ministry of Finance, treasury, Ministry of Foreign Affairs, Ministry of Education and, Human Resources Developmentd, Ministry of Justice, Legal Affairs, the Solomon Islands National Provident Fund, SIWA, SIEA, Post Office, Solomon Airlines, Solomon Islands Ports Authority, the Boards for these SOEs.9, the Clergy and Church Leaders10, NRH","vaccination.1, Honiara, Western province7, ande, Banks",,https://www.solomontimes.com/news/health-ministry-expands-eligibility-criteria-for-vaccine-jab/10777
9106,,"the Ministry of Health, the Comptroller of Customs, the Shipping Agent, the Oversight Committee, PNG, OPMC","PNG, Honiara, PNG.“Given",,https://www.solomontimes.com/news/mv-cheefo-under-strict-quarantine-pm/10778
9107,"Sinopharm, Pacific","the ministry of health, the World Health Organization, the National Therapeutic Committee, NTC, Sinopharm, WHO, un-Melanesian, Alejandro Cravioto, Chair of WHO’s Strategic Advisory Group of Experts (SAGE, Reuters, UNICEF, Dadari, the COVID-19 technical committee, the Office of the Leader of Opposition","the Solomon Islands, Vaccine, China, Honiara",,https://www.solomontimes.com/news/vaccine-diplomacy-pushed-in-solomon-islands/10784
9108,,"MTMD, the Solomon Islands Government, the Mamara Tasivarogo Mavo Development Agreement Bill 1995",Honiara,,https://www.solomontimes.com/news/villagers-concerned-with-mamara-tasivarogo-development/10779
9109,Solomon Islands,"The Ministry of Health and Medical Services, SIBC, the Sinopharm Vaccines, the World Health Organization, WHO, the Solomon Islands Broadcasting Corporation, Technical Working Group, TWG, the National Coordinating Committee, MHMS",Solomon Islands,,https://www.solomontimes.com/news/ministry-of-health-clarifies-statements-made-by-health-advisor-regarding-sinopharm/10781
9110,"Pacific, Pacific Islands, Pacific island, the Pacific Islands Forum","Tuvalu, “I am, the Opposition Leader, the Solomon Islands Opposition Leader, the Pacific Islands Forum, Forum Chair","Micronesia, Papua New Guinea’s, Forum, Fiji",,https://www.solomontimes.com/news/solomon-islands-confident-in-political-dialogue-to-restore-pacific-unity/10786
9111,,"Hon, the Government Communication Unit, The MP for East Are’are",,,https://www.solomontimes.com/news/extension-on-life-of-parliament-passed/10776
9112,"Maranatha, White River","Parliament, The Solomon Islands National Institute of Sports, SIG, Stadiums Project, I. A 10,000-seat national, Tennis Court, Artificial Turf Hockey, VII, Academy, KGVI, Football Academy, the PRC Embassy, Exchange of Notes, the National Hosting Authority, PG2023, Games, Water Sports, NHA, Kukum, Government, OPMC","Indonesia, PRC, the Peoples Republic of China, VI, MAL, Papua New Guinea, Honiara",stadiumII,https://www.solomontimes.com/news/pm-gives-update-on-pg-2023-games-facilities/10785
9113,"Pacific, Asia","The Asian Development Bank, ADB, Asia Pacific Vaccine Access Facility, HPV, the United Nations Children's Fund","Samoa, Tonga",,https://www.solomontimes.com/news/adb-approves-usd189-million-for-rollout-of-covid19-vaccines-in-the-pacific/10789
9114,,"the Australian Government, Solomon Airlines, Solomon Airlines Sales Offices","Honiara, Brisbane, Australia, Solomon Islands, the Solomon Islands",,https://www.solomontimes.com/news/250-seats-now-available-for-australia-until-midjune-2021/10783
9115,"Russell Islands, Solomon Islands","CRB, the Leader of Opposition Hon, CRB).“The ministry, Makira, the New Zealand Government, MAL, the South Pacific Secretariat, Research department, the Biosecurity Emergency Coordination Centre, SIG, MAL Media","Central Province, Bellona, Malaita Outer Islands, Ulawa Island, Isabel, Honiara, New Zealand, Solomon Islands",,https://www.solomontimes.com/news/rhinoceros-beetle-fight-not-yet-over-mal/10787
9116,Islands,"Health Permanent, the Western Provincial Government, WPG, Gizo, Noro International Port, Munda Helena Goldie Hospital, the Ministry of Health, COVID-19.""I, Solomon Islands Red Cross, the Provincial Health Emergency Operation Centre, National Disaster Management Officers","Gizo, Shortland Islands, Bougainville, Western Province, the Western Province",,https://www.solomontimes.com/news/covid19-vaccine-roll-out-launched-in-west/10782
9117,,"Sogavare, the Constituency Development Funds, CDF, Parliament, MPs).“To, Constituencies, Guadalcanal",Solomon Islands,,https://www.solomontimes.com/news/sogavare-take-aim-at-transparency-solomon-islands/10788
